participant,trial,task,sentence,answer,keyword_1,keyword_2,keyword_3,count_correct,prompt,answer.1,response,correctness,rt
60b55f3ee17b9cefddab4a7e,8,speech_single,bkbf0803,The match boxes are empty,match,boxes,empty,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,9,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,10,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,11,speech_single,bkbf0501,The bath towel was wet,bath,towel,wet,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,12,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,13,speech_single,bkbf0109,The postman shut the gate,postman,shut,gate,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,14,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,15,speech_single,bkbf0714,The orange was quite sweet,orange,quite,sweet,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,16,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,17,speech_single,bkbf1616,The painter used a brush,painter,used,brush,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,18,speech_single,bkbf0201,The ladder's near the door,ladders,near,door,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,19,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,20,speech_single,bkbf1609,Some men shave in the morning,men,shave,morning,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,21,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,22,speech_single,bkbf1415,The grass is getting long,grass,getting,long,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,23,speech_single,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,24,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,25,speech_single,bkbf1008,Someones crossing the road,Someones,crossing,road,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,26,speech_single,bkbf0213,Some sticks were under the tree,sticks,under,tree,1,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,27,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,1,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,28,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,29,speech_single,bkbf0216,The school finished early,school,finished,early,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,30,speech_single,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,31,speech_single,bkbf0615,The broom stood in the corner,broom,stood,corner,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,32,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,33,speech_single,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,34,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,35,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,1,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,36,speech_single,bkbf2110,The egg cups are on the table,egg,cups,table,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,37,speech_single,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,38,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,39,speech_single,bkbf1907,A grocer sells butter,grocer,sells,butter,3,NA,NA,NA,0,9999
60b55f3ee17b9cefddab4a7e,40,speech_single,bkbf0210,The police chased the car,police,chased,car,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,1,speech_single,bkbf0714,The orange was quite sweet,orange,quite,sweet,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,2,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,1,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,3,speech_single,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,4,speech_single,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,5,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,6,speech_single,bkbf1008,Someones crossing the road,Someones,crossing,road,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,7,speech_single,bkbf0216,The school finished early,school,finished,early,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,8,speech_single,bkbf0512,Somebody took the money,Somebody,took,money,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,9,speech_single,bkbf0501,The bath towel was wet,bath,towel,wet,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,10,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,11,speech_single,bkbf0602,The mother stirs the tea,mother,stirs,tea,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,12,speech_single,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,13,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,14,speech_single,bkbf0615,The broom stood in the corner,broom,stood,corner,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,15,speech_single,bkbf0411,The jam jar was full,jam,jar,full,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,16,speech_single,bkbf1415,The grass is getting long,grass,getting,long,1,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,17,speech_single,bkbf0210,The police chased the car,police,chased,car,1,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,18,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,19,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,20,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,21,speech_single,bkbf0201,The ladder's near the door,ladders,near,door,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,22,speech_single,bkbf1616,The painter used a brush,painter,used,brush,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,23,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,24,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,25,speech_single,bkbf2112,The cricket team's playing,cricket,teams,playing,0,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,26,speech_single,bkbf0109,The postman shut the gate,postman,shut,gate,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,27,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,28,speech_single,bkbf1609,Some men shave in the morning,men,shave,morning,1,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,29,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,30,speech_single,bkbf0213,Some sticks were under the tree,sticks,under,tree,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,31,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,32,speech_single,bkbf2110,The egg cups are on the table,egg,cups,table,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,33,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,34,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,35,speech_single,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,36,speech_single,bkbf1516,The puppy plays with a ball,puppy,plays,ball,1,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,37,speech_single,bkbf1212,The children help the milkman,children,help,milkman,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,38,speech_single,bkbf0803,The match boxes are empty,match,boxes,empty,3,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,39,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,2,NA,NA,NA,0,9999
60b7bb53ae7f4708214bd044,40,speech_single,bkbf1907,A grocer sells butter,grocer,sells,butter,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,1,speech_single,bkbf0216,The school finished early,school,finished,early,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,2,speech_single,bkbf1609,Some men shave in the morning,men,shave,morning,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,3,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,1,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,4,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,5,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,1,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,6,speech_single,bkbf1212,The children help the milkman,children,help,milkman,1,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,7,speech_single,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,8,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,9,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,10,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,11,speech_single,bkbf1907,A grocer sells butter,grocer,sells,butter,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,12,speech_single,bkbf0501,The bath towel was wet,bath,towel,wet,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,13,speech_single,bkbf0411,The jam jar was full,jam,jar,full,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,14,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,15,speech_single,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,16,speech_single,bkbf0210,The police chased the car,police,chased,car,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,17,speech_single,bkbf1008,Someones crossing the road,Someones,crossing,road,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,18,speech_single,bkbf0803,The match boxes are empty,match,boxes,empty,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,19,speech_single,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,20,speech_single,bkbf0512,Somebody took the money,Somebody,took,money,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,21,speech_single,bkbf1616,The painter used a brush,painter,used,brush,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,22,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,23,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,24,speech_single,bkbf0615,The broom stood in the corner,broom,stood,corner,2,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,25,speech_single,bkbf0201,The ladder's near the door,ladders,near,door,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,26,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,27,speech_single,bkbf1415,The grass is getting long,grass,getting,long,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,28,speech_single,bkbf0602,The mother stirs the tea,mother,stirs,tea,1,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,29,speech_single,bkbf0109,The postman shut the gate,postman,shut,gate,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,30,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,1,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,31,speech_single,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,32,speech_single,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,33,speech_single,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,34,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,35,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,36,speech_single,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,37,speech_single,bkbf2110,The egg cups are on the table,egg,cups,table,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,38,speech_single,bkbf2112,The cricket team's playing,cricket,teams,playing,0,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,39,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,3,NA,NA,NA,0,9999
60c3c43b5ba1dc89cb490f55,40,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,1,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,2,speech_single,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,NA,NA,NA,0,9999
60c640049b4947899b9db64e,3,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,2,NA,NA,NA,0,9999
60c640049b4947899b9db64e,4,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,5,speech_single,bkbf2110,The egg cups are on the table,egg,cups,table,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,6,speech_single,bkbf0615,The broom stood in the corner,broom,stood,corner,2,NA,NA,NA,0,9999
60c640049b4947899b9db64e,7,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,8,speech_single,bkbf1609,Some men shave in the morning,men,shave,morning,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,9,speech_single,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,10,speech_single,bkbf0501,The bath towel was wet,bath,towel,wet,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,11,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,12,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,1,NA,NA,NA,0,9999
60c640049b4947899b9db64e,13,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,1,NA,NA,NA,0,9999
60c640049b4947899b9db64e,14,speech_single,bkbf1212,The children help the milkman,children,help,milkman,1,NA,NA,NA,0,9999
60c640049b4947899b9db64e,15,speech_single,bkbf0216,The school finished early,school,finished,early,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,16,speech_single,bkbf0210,The police chased the car,police,chased,car,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,17,speech_single,bkbf0512,Somebody took the money,Somebody,took,money,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,18,speech_single,bkbf0803,The match boxes are empty,match,boxes,empty,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,19,speech_single,bkbf1701,The apple pie's cooking,apple,pies,cooking,1,NA,NA,NA,0,9999
60c640049b4947899b9db64e,20,speech_single,bkbf1907,A grocer sells butter,grocer,sells,butter,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,21,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,22,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,23,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,24,speech_single,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,25,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,26,speech_single,bkbf0201,The ladder's near the door,ladders,near,door,0,NA,NA,NA,0,9999
60c640049b4947899b9db64e,27,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,28,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,29,speech_single,bkbf0109,The postman shut the gate,postman,shut,gate,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,30,speech_single,bkbf0204,The old gloves are dirty,old,gloves,dirty,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,31,speech_single,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,32,speech_single,bkbf2112,The cricket team's playing,cricket,teams,playing,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,33,speech_single,bkbf1008,Someones crossing the road,Someones,crossing,road,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,34,speech_single,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,35,speech_single,bkbf1616,The painter used a brush,painter,used,brush,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,36,speech_single,bkbf0411,The jam jar was full,jam,jar,full,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,37,speech_single,bkbf1415,The grass is getting long,grass,getting,long,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,38,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,39,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,NA,NA,NA,0,9999
60c640049b4947899b9db64e,40,speech_single,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,1,speech_single,bkbf1212,The children help the milkman,children,help,milkman,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,2,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,3,speech_single,bkbf1616,The painter used a brush,painter,used,brush,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,4,speech_single,bkbf2112,The cricket team's playing,cricket,teams,playing,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,5,speech_single,bkbf1609,Some men shave in the morning,men,shave,morning,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,6,speech_single,bkbf0512,Somebody took the money,Somebody,took,money,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,7,speech_single,bkbf0501,The bath towel was wet,bath,towel,wet,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,8,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,9,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,10,speech_single,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,11,speech_single,bkbf1701,The apple pie's cooking,apple,pies,cooking,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,12,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,13,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,14,speech_single,bkbf0210,The police chased the car,police,chased,car,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,15,speech_single,bkbf1301,The fruit came in a box,fruit,came,box,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,16,speech_single,bkbf1415,The grass is getting long,grass,getting,long,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,17,speech_single,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,18,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,2,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,19,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,20,speech_single,bkbf1408,The kitchen window was clean,kitchen,window,clean,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,21,speech_single,bkbf0216,The school finished early,school,finished,early,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,22,speech_single,bkbf1907,A grocer sells butter,grocer,sells,butter,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,23,speech_single,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,24,speech_single,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,25,speech_single,bkbf0213,Some sticks were under the tree,sticks,under,tree,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,26,speech_single,bkbf2110,The egg cups are on the table,egg,cups,table,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,27,speech_single,bkbf0109,The postman shut the gate,postman,shut,gate,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,28,speech_single,bkbf0803,The match boxes are empty,match,boxes,empty,2,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,29,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,30,speech_single,bkbf0201,The ladder's near the door,ladders,near,door,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,31,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,32,speech_single,bkbf0411,The jam jar was full,jam,jar,full,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,33,speech_single,bkbf0204,The old gloves are dirty,old,gloves,dirty,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,34,speech_single,bkbf0615,The broom stood in the corner,broom,stood,corner,0,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,35,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,2,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,36,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,37,speech_single,bkbf0602,The mother stirs the tea,mother,stirs,tea,1,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,38,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,3,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,39,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,2,NA,NA,NA,0,9999
60c75c100cecfd420ae81b79,40,speech_single,bkbf1008,Someones crossing the road,Someones,crossing,road,2,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,1,speech_single,bkbf1212,The children help the milkman,children,help,milkman,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,2,speech_single,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,3,speech_single,bkbf0912,The lady packed her bag,lady,packed,bag,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,4,speech_single,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,5,speech_single,bkbf0411,The jam jar was full,jam,jar,full,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,6,speech_single,bkbf0512,Somebody took the money,Somebody,took,money,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,7,speech_single,bkbf1205,The taps are above the sink,taps,above,sink,1,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,8,speech_single,bkbf0210,The police chased the car,police,chased,car,1,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,9,speech_single,bkbf1208,The bread van's coming,bread,vans,coming,2,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,10,speech_single,bkbf2016,The flower stands in a pot,flower,stands,pot,1,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,11,speech_single,bkbf1616,The painter used a brush,painter,used,brush,1,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,12,speech_single,bkbf1203,The front garden was pretty,front,garden,pretty,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,13,speech_single,bkbf0414,The cooks making a cake,cooks,making,cake,2,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,14,speech_single,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,15,speech_single,bkbf0906,A letter fell on the mat,letter,fell,mat,0,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,16,speech_single,bkbf1415,The grass is getting long,grass,getting,long,1,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,17,speech_single,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,18,speech_single,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,NA,NA,NA,0,9999
60c9f7b9bc9e771c0060be43,19,speech_single,bkbf0206,The thin dog was hungry,thin,dog,hungry,3,NA,NA,NA,0,9999
